place_type,attribute_key,source_content_type_id,source_field,weighted_fill_rate,status,measured_fill_rate,measured_scope,measured_note
CAFE,SOLO_VISIT_SUITABILITY,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,CONVERSATION_SUITABILITY,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
CAFE,DATE_MOOD,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
BAR,PARKING_CONVENIENCE,39,parkingfood,93,FREE_TEXT,,"[근접 계산 전용 범위] 주차장 표준데이터 부울경 2,494건(좌표 유효) × TourAPI 음식점(39) 부울경 1,863건. 직선거리 기준, OSRM 도보거리 미측정. 이 PlaceType의 모집단 base는 인허가이며 TourAPI는 그 부분집합이므로, 이 비율을 PlaceType 전체 커버리지나 연결률로 해석할 수 없다. base 모집단 기준 재측정 미실시","[다섯 범위 5번(기존 데이터 계산·추출) 시도] 주차장 표준데이터 부울경 2,494건(좌표 유효) 좌표로 TourAPI 부울경 장소 6,757건의 반경별 공영주차장 존재율을 계산했다. 직선거리 기준, OSRM 도보거리 미측정. TourAPI 음식점(39) 1,863건 기준 500m 52.3%. 39는 RESTAURANT·CAFE·BAR가 섞여 있어 subtype별 분리 미측정. **이 값을 PARKING_CONVENIENCE에 넣지 않았다.** ""근처에 공영주차장이 있다""와 ""이 장소에 주차장이 있다""는 다른 사실이고, 장소 자체 주차장은 이 데이터에 없다. 반경 기준값도 판단이라 Attribute 층 규칙이 필요하다. 별도 키로 분리할지 보조 원천으로 쓸지는 미정 — P6 추천 확장에서 판단한다."
BAR,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
BAR,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
BAR,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
BAR,BUSINESS_HOURS,39,opentimefood,100,FREE_TEXT,,,
PARKING_LOT,PARKING_CONVENIENCE,PARKING_STANDARD,주차구획수+요금정보,0,MEASURED_AVAILABLE,99.9,"전국주차장정보표준데이터 부울경 2,529건 전량 (GO-79)","주차구획수 99.9%, 요금정보(무료/유료/혼합) 100%. TourAPI에 PARKING_LOT 콘텐츠 타입이 없어 NO_SOURCE로 잡혀 있었으나 표준데이터가 원천이다"
PARKING_LOT,NOISE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외] GO-33: 소음 수준을 주는 공공/전문 원천을 GO-125 세션 전체(§18~§31)에서 찾지 못했다. 규칙 추정 근거도 없다(subtype만으로 소음 여부 추정 불가). MVP 범위 제외, 필요 시 사용자 입력으로 보완 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
PARKING_LOT,CROWD_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다
PARKING_LOT,PRICE_LEVEL,,,0,SOURCE_SEARCH_PENDING,,,"[GO-33 판정: MVP 제외(TOURIST_SPOT만 부분 예외)] GO-33: 대부분 PlaceType에 가격대 원천이 없다. TOURIST_SPOT은 부산명소정보(USAGE_AMOUNT 67.1%, GO-125 §29)가 부산 한정으로 존재하나 전체 base로 쓰기엔 지역·모집단이 작아 채택 아님. MVP 범위 제외, 부산명소정보는 정보 보강 후보로 other-source-survey.md에 별도 기록됨 | 기존 기록: 다섯 탐색 범위 미완(GO-125). 특정 원천의 부재를 NO_SOURCE로 쓰지 않는다"
PARKING_LOT,BUSINESS_HOURS,PARKING_STANDARD,평일·토요일·공휴일운영시각+운영요일,0,MEASURED_AVAILABLE,100.0,"전국주차장정보표준데이터 부울경 2,529건 전량 (GO-79)",운영시각 4종과 운영요일 모두 100%. 자유텍스트가 아니라 고정 형식이다
